Time[s];Supply_P[bar];R1_P[bar];EPU_P[bar];T1_P[bar]
1.4043;10.0000;1.4009;1.4980;0.0342
1.4053;10.0000;1.4008;1.4979;0.0343
1.4063;10.0000;1.4006;1.4979;0.0345
1.4073;10.0000;1.4004;1.4978;0.0346
1.4083;10.0000;1.4003;1.4977;0.0347
1.4093;10.0000;1.4001;1.4977;0.0349
1.4103;10.0000;1.4000;1.4976;0.0350
1.4113;10.0000;1.3998;1.4976;0.0351
1.4123;10.0000;1.3997;1.4975;0.0353
1.4133;10.0000;1.3995;1.4975;0.0354
1.4143;10.0000;1.3994;1.4974;0.0355
1.4153;10.0000;1.3992;1.4974;0.0357
1.4163;10.0000;1.3991;1.4973;0.0358
1.4173;10.0000;1.3990;1.4973;0.0359
1.4183;10.0000;1.3989;1.4973;0.0360
1.4193;10.0000;1.3987;1.4972;0.0362
1.4203;10.0000;1.3986;1.4972;0.0363
1.4213;10.0000;1.3985;1.4972;0.0364
1.4223;10.0000;1.3984;1.4971;0.0366
1.4233;10.0000;1.3983;1.4971;0.0367
1.4243;10.0000;1.3981;1.4971;0.0368
1.4253;10.0000;1.3980;1.4970;0.0370
1.4263;10.0000;1.3979;1.4970;0.0371
1.4273;10.0000;1.3978;1.4970;0.0372
1.4283;10.0000;1.3977;1.4970;0.0374
1.4293;10.0000;1.3976;1.4970;0.0375
1.4303;10.0000;1.3975;1.4970;0.0376
1.4313;10.0000;1.3975;1.4969;0.0378
1.4323;10.0000;1.3974;1.4969;0.0379
1.4333;10.0000;1.3973;1.4969;0.0380
1.4343;10.0000;1.3972;1.4969;0.0382
1.4353;10.0000;1.3971;1.4969;0.0383
1.4363;10.0000;1.3970;1.4969;0.0384
1.4373;10.0000;1.3970;1.4969;0.0385
1.4383;10.0000;1.3969;1.4969;0.0387
1.4393;10.0000;1.3968;1.4969;0.0388
1.4403;10.0000;1.3968;1.4969;0.0389
1.4413;10.0000;1.3967;1.4969;0.0391
1.4423;10.0000;1.3966;1.4969;0.0392
1.4433;10.0000;1.3966;1.4969;0.0393
1.4443;10.0000;1.3965;1.4969;0.0395
1.4453;10.0000;1.3964;1.4969;0.0396
1.4463;10.0000;1.3964;1.4969;0.0397
1.4473;10.0000;1.3963;1.4969;0.0399
1.4483;10.0000;1.3963;1.4969;0.0400
1.4493;10.0000;1.3962;1.4969;0.0401
1.4503;10.0000;1.3962;1.4970;0.0403
1.4513;10.0000;1.3961;1.4970;0.0404
1.4523;10.0000;1.3961;1.4970;0.0405
1.4533;10.0000;1.3960;1.4970;0.0406
1.4543;10.0000;1.3960;1.4970;0.0408
1.4553;10.0000;1.3960;1.4970;0.0409
1.4563;10.0000;1.3959;1.4970;0.0410
1.4573;10.0000;1.3959;1.4971;0.0412
1.4583;10.0000;1.3959;1.4971;0.0413
1.4593;10.0000;1.3958;1.4971;0.0414
1.4603;10.0000;1.3958;1.4971;0.0416
1.4613;10.0000;1.3958;1.4971;0.0417
1.4623;10.0000;1.3957;1.4971;0.0418
1.4633;10.0000;1.3957;1.4972;0.0420
1.4643;10.0000;1.3957;1.4972;0.0421
1.4653;10.0000;1.3957;1.4972;0.0422
1.4663;10.0000;1.3956;1.4972;0.0424
1.4673;10.0000;1.3956;1.4972;0.0425
1.4683;10.0000;1.3956;1.4973;0.0426
1.4693;10.0000;1.3956;1.4973;0.0428
1.4703;10.0000;1.3956;1.4973;0.0429
1.4713;10.0000;1.3956;1.4973;0.0430
1.4723;10.0000;1.3955;1.4974;0.0431
1.4733;10.0000;1.3955;1.4974;0.0433
1.4743;10.0000;1.3955;1.4974;0.0434
1.4753;10.0000;1.3955;1.4974;0.0435
1.4763;10.0000;1.3955;1.4975;0.0437
1.4773;10.0000;1.3955;1.4975;0.0438
1.4783;10.0000;1.3955;1.4975;0.0439
1.4793;10.0000;1.3955;1.4975;0.0441
1.4803;10.0000;1.3955;1.4976;0.0442
1.4813;10.0000;1.3955;1.4976;0.0443
1.4823;10.0000;1.3955;1.4976;0.0445
1.4833;10.0000;1.3955;1.4977;0.0446
1.4843;10.0000;1.3955;1.4977;0.0447
1.4853;10.0000;1.3955;1.4977;0.0449
1.4863;10.0000;1.3955;1.4977;0.0450
1.4873;10.0000;1.3955;1.4978;0.0451
1.4883;10.0000;1.3955;1.4978;0.0452
1.4893;10.0000;1.3955;1.4978;0.0454
1.4903;10.0000;1.3955;1.4979;0.0455
1.4913;10.0000;1.3955;1.4979;0.0456
1.4923;10.0000;1.3955;1.4979;0.0458
1.4933;10.0000;1.3955;1.4979;0.0459
1.4943;10.0000;1.3955;1.4980;0.0460
1.4953;10.0000;1.3955;1.4980;0.0462
1.4963;10.0000;1.3955;1.4980;0.0463
1.4973;10.0000;1.3955;1.4981;0.0464
1.4983;10.0000;1.3955;1.4981;0.0466
1.4993;10.0000;1.3955;1.4981;0.0467
1.5003;10.0000;1.3955;1.4981;0.0468
1.5013;10.0000;1.3955;1.4982;0.0470
1.5023;10.0000;1.3955;1.4982;0.0471
1.5033;10.0000;1.3956;1.4982;0.0472
1.5043;10.0000;1.3956;1.4983;0.0474
1.5053;10.0000;1.3956;1.4983;0.0475
1.5063;10.0000;1.3956;1.4983;0.0476
1.5073;10.0000;1.3956;1.4983;0.0477
1.5083;10.0000;1.3956;1.4984;0.0479
1.5093;10.0000;1.3956;1.4984;0.0480
1.5103;10.0000;1.3956;1.4984;0.0481
1.5113;10.0000;1.3957;1.4984;0.0483
1.5123;10.0000;1.3957;1.4985;0.0484
1.5133;10.0000;1.3957;1.4985;0.0485
1.5143;10.0000;1.3957;1.4985;0.0487
1.5153;10.0000;1.3957;1.4986;0.0488
1.5163;10.0000;1.3957;1.4986;0.0489
1.5173;10.0000;1.3957;1.4986;0.0491
1.5183;10.0000;1.3958;1.4986;0.0492
1.5193;10.0000;1.3958;1.4987;0.0493
1.5203;10.0000;1.3958;1.4987;0.0495
1.5213;10.0000;1.3958;1.4987;0.0496
1.5223;10.0000;1.3958;1.4987;0.0497
1.5233;10.0000;1.3958;1.4988;0.0499
1.5243;10.0000;1.3958;1.4988;0.0500
1.5253;10.0000;1.3959;1.4988;0.0501
1.5263;10.0000;1.3959;1.4988;0.0502
1.5273;10.0000;1.3959;1.4989;0.0504
1.5283;10.0000;1.3959;1.4989;0.0505
1.5293;10.0000;1.3959;1.4989;0.0506
1.5303;10.0000;1.3959;1.4989;0.0508
1.5313;10.0000;1.3960;1.4990;0.0509
1.5323;10.0000;1.3960;1.4990;0.0510
1.5333;10.0000;1.3960;1.4990;0.0512
1.5343;10.0000;1.3960;1.4990;0.0513
1.5353;10.0000;1.3960;1.4990;0.0514
1.5363;10.0000;1.3961;1.4991;0.0516
1.5373;10.0000;1.3961;1.4991;0.0517
1.5383;10.0000;1.3961;1.4991;0.0518
1.5393;10.0000;1.3961;1.4991;0.0520
1.5403;10.0000;1.3961;1.4992;0.0521
1.5413;10.0000;1.3961;1.4992;0.0522
1.5423;10.0000;1.3962;1.4992;0.0524
1.5433;10.0000;1.3962;1.4992;0.0525
1.5443;10.0000;1.3962;1.4992;0.0526
1.5453;10.0000;1.3962;1.4993;0.0528
1.5463;10.0000;1.3962;1.4993;0.0529
1.5473;10.0000;1.3962;1.4993;0.0530
1.5483;10.0000;1.3963;1.4993;0.0531
1.5493;10.0000;1.3963;1.4993;0.0533
1.5503;10.0000;1.3963;1.4994;0.0534
1.5513;10.0000;1.3963;1.4994;0.0535
1.5523;10.0000;1.3963;1.4994;0.0537
1.5533;10.0000;1.3963;1.4994;0.0538
1.5543;10.0000;1.3964;1.4994;0.0539
1.5553;10.0000;1.3964;1.4994;0.0541
1.5563;10.0000;1.3964;1.4995;0.0542
1.5573;10.0000;1.3964;1.4995;0.0543
1.5583;10.0000;1.3964;1.4995;0.0545
1.5593;10.0000;1.3964;1.4995;0.0546
1.5603;10.0000;1.3964;1.4995;0.0547
1.5613;10.0000;1.3965;1.4995;0.0549
1.5623;10.0000;1.3965;1.4996;0.0550
1.5633;10.0000;1.3965;1.4996;0.0551
1.5643;10.0000;1.3965;1.4996;0.0553
1.5653;10.0000;1.3965;1.4996;0.0554
1.5663;10.0000;1.3965;1.4996;0.0555
1.5673;10.0000;1.3966;1.4996;0.0557
1.5683;10.0000;1.3966;1.4996;0.0558
1.5693;10.0000;1.3966;1.4997;0.0559
1.5703;10.0000;1.3966;1.4997;0.0561
1.5713;10.0000;1.3966;1.4997;0.0562
1.5723;10.0000;1.3966;1.4997;0.0563
1.5733;10.0000;1.3966;1.4997;0.0565
1.5743;10.0000;1.3966;1.4997;0.0566
1.5753;10.0000;1.3967;1.4997;0.0567
1.5763;10.0000;1.3967;1.4997;0.0568
1.5773;10.0000;1.3967;1.4998;0.0570
1.5783;10.0000;1.3967;1.4998;0.0571
1.5793;10.0000;1.3967;1.4998;0.0572
1.5803;10.0000;1.3967;1.4998;0.0574
1.5813;10.0000;1.3967;1.4998;0.0575
1.5823;10.0000;1.3967;1.4998;0.0576
1.5833;10.0000;1.3968;1.4998;0.0578
1.5843;10.0000;1.3968;1.4998;0.0579
1.5853;10.0000;1.3968;1.4998;0.0580
1.5863;10.0000;1.3968;1.4999;0.0582
1.5873;10.0000;1.3968;1.4999;0.0583
1.5883;10.0000;1.3968;1.4999;0.0584
1.5893;10.0000;1.3968;1.4999;0.0586
1.5903;10.0000;1.3968;1.4999;0.0587
1.5913;10.0000;1.3968;1.4999;0.0588
1.5923;10.0000;1.3969;1.4999;0.0590
1.5933;10.0000;1.3969;1.4999;0.0591
1.5943;10.0000;1.3969;1.4999;0.0592
1.5953;10.0000;1.3969;1.4999;0.0594
1.5963;10.0000;1.3969;1.4999;0.0595
1.5973;10.0000;1.3969;1.5000;0.0596
1.5983;10.0000;1.3969;1.5000;0.0598
1.5993;10.0000;1.3969;1.5000;0.0599
1.6003;10.0000;1.3969;1.5000;0.0600
1.6013;10.0000;1.3969;1.5000;0.0602
1.6023;10.0000;1.3969;1.5000;0.0603
1.6033;10.0000;1.3970;1.5000;0.0604
1.6043;10.0000;1.3970;1.5000;0.0605
1.6053;10.0000;1.3970;1.5000;0.0607
1.6063;10.0000;1.3970;1.5000;0.0608
1.6073;10.0000;1.3970;1.5000;0.0609
1.6083;10.0000;1.3970;1.5000;0.0611
1.6093;10.0000;1.3970;1.5000;0.0612
1.6103;10.0000;1.3970;1.5000;0.0613
1.6113;10.0000;1.3970;1.5000;0.0615
1.6123;10.0000;1.3970;1.5000;0.0616
1.6133;10.0000;1.3970;1.5000;0.0617
1.6143;10.0000;1.3970;1.5001;0.0619
1.6153;10.0000;1.3970;1.5001;0.0620
1.6163;10.0000;1.3970;1.5001;0.0621
1.6173;10.0000;1.3970;1.5001;0.0623
1.6183;10.0000;1.3970;1.5001;0.0624
1.6193;10.0000;1.3970;1.5001;0.0625
1.6203;10.0000;1.3971;1.5001;0.0627
1.6213;10.0000;1.3971;1.5001;0.0628
1.6223;10.0000;1.3971;1.5001;0.0629
1.6233;10.0000;1.3971;1.5001;0.0631
1.6243;10.0000;1.3971;1.5001;0.0632
1.6253;10.0000;1.3971;1.5001;0.0633
1.6263;10.0000;1.3971;1.5001;0.0635
1.6273;10.0000;1.3971;1.5001;0.0636
1.6283;10.0000;1.3971;1.5001;0.0637
1.6293;10.0000;1.3971;1.5001;0.0639
1.6303;10.0000;1.3971;1.5001;0.0640
1.6313;10.0000;1.3971;1.5001;0.0641
1.6323;10.0000;1.3971;1.5001;0.0643
1.6333;10.0000;1.3971;1.5001;0.0644
1.6343;10.0000;1.3971;1.5001;0.0645
1.6353;10.0000;1.3971;1.5001;0.0647
1.6363;10.0000;1.3971;1.5001;0.0648
1.6373;10.0000;1.3971;1.5001;0.0649
1.6383;10.0000;1.3971;1.5001;0.0651
1.6393;10.0000;1.3971;1.5001;0.0652
1.6403;10.0000;1.3971;1.5001;0.0653
1.6413;10.0000;1.3971;1.5001;0.0655
1.6423;10.0000;1.3971;1.5001;0.0656
1.6433;10.0000;1.3971;1.5001;0.0657
1.6443;10.0000;1.3971;1.5001;0.0658
1.6453;10.0000;1.3971;1.5001;0.0660
1.6463;10.0000;1.3971;1.5001;0.0661
1.6473;10.0000;1.3971;1.5001;0.0662
1.6483;10.0000;1.3971;1.5001;0.0664
1.6493;10.0000;1.3971;1.5001;0.0665
1.6503;10.0000;1.3971;1.5001;0.0666
1.6513;10.0000;1.3971;1.5001;0.0668
1.6523;10.0000;1.3971;1.5001;0.0669
1.6533;10.0000;1.3971;1.5001;0.0670
1.6543;10.0000;1.3971;1.5001;0.0672
1.6553;10.0000;1.3971;1.5001;0.0673
1.6563;10.0000;1.3971;1.5001;0.0674
1.6573;10.0000;1.3971;1.5001;0.0676
1.6583;10.0000;1.3971;1.5001;0.0677
1.6593;10.0000;1.3971;1.5001;0.0678
1.6603;10.0000;1.3971;1.5001;0.0680
1.6613;10.0000;1.3971;1.5001;0.0681
1.6623;10.0000;1.3971;1.5001;0.0682
1.6633;10.0000;1.3971;1.5001;0.0684
1.6643;10.0000;1.3971;1.5001;0.0685
1.6653;10.0000;1.3971;1.5001;0.0686
1.6663;10.0000;1.3971;1.5001;0.0688
1.6673;10.0000;1.3971;1.5001;0.0689
1.6683;10.0000;1.3971;1.5001;0.0690
1.6693;10.0000;1.3971;1.5001;0.0692
1.6703;10.0000;1.3971;1.5001;0.0693
1.6713;10.0000;1.3971;1.5001;0.0694
1.6723;10.0000;1.3971;1.5001;0.0696
1.6733;10.0000;1.3971;1.5001;0.0697
1.6743;10.0000;1.3971;1.5001;0.0698
1.6753;10.0000;1.3971;1.5001;0.0700
1.6763;10.0000;1.3971;1.5001;0.0701
1.6773;10.0000;1.3971;1.5001;0.0702
1.6783;10.0000;1.3971;1.5001;0.0704
1.6793;10.0000;1.3971;1.5001;0.0705
1.6803;10.0000;1.3971;1.5001;0.0706
1.6813;10.0000;1.3971;1.5001;0.0708
1.6823;10.0000;1.3971;1.5001;0.0709
1.6833;10.0000;1.3971;1.5001;0.0710
1.6843;10.0000;1.3971;1.5001;0.0712
1.6853;10.0000;1.3971;1.5001;0.0713
1.6863;10.0000;1.3971;1.5001;0.0714
1.6873;10.0000;1.3971;1.5001;0.0716
1.6883;10.0000;1.3971;1.5001;0.0717
1.6893;10.0000;1.3970;1.5001;0.0718
1.6903;10.0000;1.3970;1.5001;0.0720
1.6913;10.0000;1.3970;1.5001;0.0721
1.6923;10.0000;1.3970;1.5001;0.0722
1.6933;10.0000;1.3970;1.5001;0.0724
1.6943;10.0000;1.3970;1.5001;0.0725
1.6953;10.0000;1.3970;1.5001;0.0726
1.6963;10.0000;1.3970;1.5001;0.0727
1.6973;10.0000;1.3970;1.5001;0.0729
1.6983;10.0000;1.3970;1.5001;0.0730
1.6993;10.0000;1.3970;1.5001;0.0731
1.7003;10.0000;1.3970;1.5001;0.0733
1.7013;10.0000;1.3970;1.5001;0.0734
1.7023;10.0000;1.3970;1.5001;0.0735
1.7033;10.0000;1.3970;1.5001;0.0737
1.7043;10.0000;1.3970;1.5001;0.0738
1.7053;10.0000;1.3970;1.5001;0.0739
1.7063;10.0000;1.3970;1.5001;0.0741
1.7073;10.0000;1.3970;1.5001;0.0742
1.7083;10.0000;1.3970;1.5001;0.0743
1.7093;10.0000;1.3970;1.5001;0.0745
1.7103;10.0000;1.3970;1.5001;0.0746
1.7113;10.0000;1.3970;1.5001;0.0747
1.7123;10.0000;1.3970;1.5001;0.0749
1.7133;10.0000;1.3970;1.5001;0.0750
1.7143;10.0000;1.3970;1.5001;0.0751
1.7153;10.0000;1.3969;1.5001;0.0753
1.7163;10.0000;1.3969;1.5001;0.0754
1.7173;10.0000;1.3969;1.5001;0.0755
1.7183;10.0000;1.3969;1.5001;0.0757
1.7193;10.0000;1.3969;1.5001;0.0758
1.7203;10.0000;1.3969;1.5001;0.0759
1.7213;10.0000;1.3969;1.5001;0.0761
1.7223;10.0000;1.3969;1.5001;0.0762
1.7233;10.0000;1.3969;1.5001;0.0763
1.7243;10.0000;1.3969;1.5001;0.0765
1.7253;10.0000;1.3969;1.5001;0.0766
1.7263;10.0000;1.3969;1.5001;0.0767
1.7273;10.0000;1.3969;1.5001;0.0769
1.7283;10.0000;1.3969;1.5001;0.0770
1.7293;10.0000;1.3969;1.5001;0.0771
1.7303;10.0000;1.3969;1.5001;0.0773
1.7313;10.0000;1.3969;1.5001;0.0774
1.7323;10.0000;1.3969;1.5001;0.0775
1.7333;10.0000;1.3969;1.5001;0.0777
1.7343;10.0000;1.3969;1.5001;0.0778
1.7353;10.0000;1.3969;1.5001;0.0779
1.7363;10.0000;1.3969;1.5001;0.0781
1.7373;10.0000;1.3968;1.5001;0.0782
1.7383;10.0000;1.3968;1.5001;0.0783
1.7393;10.0000;1.3968;1.5001;0.0785
1.7403;10.0000;1.3968;1.5001;0.0786
1.7413;10.0000;1.3968;1.5001;0.0787
1.7423;10.0000;1.3968;1.5001;0.0789
1.7433;10.0000;1.3968;1.5001;0.0790
1.7443;10.0000;1.3968;1.5001;0.0791
1.7453;10.0000;1.3968;1.5001;0.0793
1.7463;10.0000;1.3968;1.5001;0.0794
1.7473;10.0000;1.3968;1.5001;0.0795
1.7483;10.0000;1.3968;1.5001;0.0797
1.7493;10.0000;1.3968;1.5000;0.0798
1.7503;10.0000;1.3968;1.5000;0.0799
1.7513;10.0000;1.3968;1.5000;0.0801
1.7523;10.0000;1.3968;1.5000;0.0802
1.7533;10.0000;1.3968;1.5000;0.0803
1.7543;10.0000;1.3968;1.5000;0.0805
1.7553;10.0000;1.3968;1.5000;0.0806
1.7563;10.0000;1.3968;1.5000;0.0807
1.7573;10.0000;1.3968;1.5000;0.0809
1.7583;10.0000;1.3967;1.5000;0.0810
1.7593;10.0000;1.3967;1.5000;0.0811
1.7603;10.0000;1.3967;1.5000;0.0813
1.7613;10.0000;1.3967;1.5000;0.0814
1.7623;10.0000;1.3967;1.5000;0.0815
1.7633;10.0000;1.3967;1.5000;0.0817
1.7643;10.0000;1.3967;1.5000;0.0818
1.7653;10.0000;1.3967;1.5000;0.0819
1.7663;10.0000;1.3967;1.5000;0.0821
1.7673;10.0000;1.3967;1.5000;0.0822
1.7683;10.0000;1.3967;1.5000;0.0823
1.7693;10.0000;1.3967;1.5000;0.0825
1.7703;10.0000;1.3967;1.5000;0.0826
1.7713;10.0000;1.3967;1.5000;0.0827
1.7723;10.0000;1.3967;1.5000;0.0829
1.7733;10.0000;1.3967;1.5000;0.0830
1.7743;10.0000;1.3967;1.5000;0.0831
1.7753;10.0000;1.3967;1.5000;0.0833
1.7763;10.0000;1.3967;1.5000;0.0834
1.7773;10.0000;1.3967;1.5000;0.0835
1.7783;10.0000;1.3967;1.5000;0.0837
1.7793;10.0000;1.3966;1.5000;0.0838
1.7803;10.0000;1.3966;1.5000;0.0839
1.7813;10.0000;1.3966;1.5000;0.0841
1.7823;10.0000;1.3966;1.5000;0.0842
1.7833;10.0000;1.3966;1.5000;0.0843
1.7843;10.0000;1.3966;1.5000;0.0845
1.7853;10.0000;1.3966;1.5000;0.0846
1.7863;10.0000;1.3966;1.5000;0.0847
1.7873;10.0000;1.3966;1.5000;0.0849
1.7883;10.0000;1.3966;1.5000;0.0850
1.7893;10.0000;1.3966;1.5000;0.0851
1.7903;10.0000;1.3966;1.5000;0.0853
1.7913;10.0000;1.3966;1.5000;0.0854
1.7923;10.0000;1.3966;1.5000;0.0855
1.7933;10.0000;1.3966;1.5000;0.0857
1.7943;10.0000;1.3966;1.5000;0.0858
1.7953;10.0000;1.3966;1.5000;0.0859
1.7963;10.0000;1.3966;1.5000;0.0861
1.7973;10.0000;1.3966;1.5000;0.0862
1.7983;10.0000;1.3966;1.5000;0.0863
1.7993;10.0000;1.3966;1.5000;0.0865
1.8003;10.0000;1.3965;1.5000;0.0866
1.8013;10.0000;1.3965;1.5000;0.0867
1.8023;10.0000;1.3965;1.5000;0.0869
1.8033;10.0000;1.3965;1.5000;0.0870
1.8043;10.0000;1.3965;1.5000;0.0871
1.8053;10.0000;1.3965;1.5000;0.0873
1.8063;10.0000;1.3965;1.5000;0.0874
1.8073;10.0000;1.3965;1.5000;0.0875
1.8083;10.0000;1.3965;1.5000;0.0877
1.8093;10.0000;1.3965;1.5000;0.0878
1.8103;10.0000;1.3965;1.5000;0.0879
1.8113;10.0000;1.3965;1.5000;0.0881
1.8123;10.0000;1.3965;1.5000;0.0882
1.8133;10.0000;1.3965;1.5000;0.0883
1.8143;10.0000;1.3965;1.5000;0.0885
1.8153;10.0000;1.3965;1.5000;0.0886
1.8163;10.0000;1.3965;1.5000;0.0887
1.8173;10.0000;1.3965;1.5000;0.0889
1.8183;10.0000;1.3965;1.5000;0.0890
1.8193;10.0000;1.3965;1.5000;0.0891
1.8203;10.0000;1.3965;1.5000;0.0893
1.8213;10.0000;1.3965;1.5000;0.0894
1.8223;10.0000;1.3965;1.5000;0.0895
1.8233;10.0000;1.3964;1.5000;0.0897
1.8243;10.0000;1.3964;1.5000;0.0898
1.8253;10.0000;1.3964;1.5000;0.0899
1.8263;10.0000;1.3964;1.5000;0.0901
1.8273;10.0000;1.3964;1.5000;0.0902
1.8283;10.0000;1.3964;1.5000;0.0903
1.8293;10.0000;1.3964;1.5000;0.0905
1.8303;10.0000;1.3964;1.5000;0.0906
1.8313;10.0000;1.3964;1.5000;0.0907
1.8323;10.0000;1.3964;1.5000;0.0909
1.8333;10.0000;1.3964;1.5000;0.0910
1.8343;10.0000;1.3964;1.5000;0.0911
1.8353;10.0000;1.3964;1.5000;0.0913
1.8363;10.0000;1.3964;1.5000;0.0914
1.8373;10.0000;1.3964;1.5000;0.0915
1.8383;10.0000;1.3964;1.5000;0.0917
1.8393;10.0000;1.3964;1.5000;0.0918
1.8403;10.0000;1.3964;1.5000;0.0919
1.8413;10.0000;1.3964;1.5000;0.0921
1.8423;10.0000;1.3964;1.5000;0.0922
1.8433;10.0000;1.3964;1.5000;0.0923
1.8443;10.0000;1.3964;1.5000;0.0925
1.8453;10.0000;1.3964;1.5000;0.0926
1.8463;10.0000;1.3964;1.5000;0.0927
1.8473;10.0000;1.3963;1.5000;0.0929
1.8483;10.0000;1.3963;1.5000;0.0930
1.8493;10.0000;1.3963;1.5000;0.0931
1.8503;10.0000;1.3963;1.5000;0.0933
1.8513;10.0000;1.3963;1.5000;0.0934
1.8523;10.0000;1.3963;1.5000;0.0935
1.8533;10.0000;1.3963;1.5000;0.0937
1.8543;10.0000;1.3963;1.5000;0.0938
1.8553;10.0000;1.3963;1.5000;0.0939
1.8563;10.0000;1.3963;1.5000;0.0941
1.8573;10.0000;1.3963;1.5000;0.0942
1.8583;10.0000;1.3963;1.5000;0.0943
1.8593;10.0000;1.3963;1.5000;0.0945
1.8603;10.0000;1.3963;1.5000;0.0946
1.8613;10.0000;1.3963;1.5000;0.0947
1.8623;10.0000;1.3963;1.5000;0.0949
1.8633;10.0000;1.3963;1.5000;0.0950
1.8643;10.0000;1.3963;1.5000;0.0951
1.8653;10.0000;1.3963;1.5000;0.0953
1.8663;10.0000;1.3963;1.5000;0.0954
1.8673;10.0000;1.3963;1.5000;0.0955
1.8683;10.0000;1.3963;1.5000;0.0957
1.8693;10.0000;1.3963;1.5000;0.0958
1.8703;10.0000;1.3963;1.5000;0.0959
1.8713;10.0000;1.3963;1.5000;0.0961
1.8723;10.0000;1.3962;1.5000;0.0962
1.8733;10.0000;1.3962;1.5000;0.0963
1.8743;10.0000;1.3962;1.5000;0.0965
1.8753;10.0000;1.3962;1.5000;0.0966
1.8763;10.0000;1.3962;1.5000;0.0967
1.8773;10.0000;1.3962;1.5000;0.0969
1.8783;10.0000;1.3962;1.5000;0.0970
1.8793;10.0000;1.3962;1.5000;0.0971
1.8803;10.0000;1.3962;1.5000;0.0973
1.8813;10.0000;1.3962;1.5000;0.0974
1.8823;10.0000;1.3962;1.5000;0.0975
1.8833;10.0000;1.3962;1.5000;0.0977
1.8843;10.0000;1.3962;1.5000;0.0978
1.8853;10.0000;1.3962;1.5000;0.0979
1.8863;10.0000;1.3962;1.5000;0.0981
1.8873;10.0000;1.3962;1.5000;0.0982
1.8883;10.0000;1.3962;1.5000;0.0983
1.8893;10.0000;1.3962;1.5000;0.0985
1.8903;10.0000;1.3962;1.5000;0.0986
1.8913;10.0000;1.3962;1.5000;0.0987
1.8923;10.0000;1.3962;1.5000;0.0989
1.8933;10.0000;1.3962;1.5000;0.0990
1.8943;10.0000;1.3962;1.5000;0.0991
1.8953;10.0000;1.3962;1.5000;0.0993
1.8963;10.0000;1.3962;1.5000;0.0994
1.8973;10.0000;1.3962;1.5000;0.0995
1.8983;10.0000;1.3961;1.5000;0.0997
1.8993;10.0000;1.3961;1.5000;0.0998
1.9003;10.0000;1.3961;1.5000;0.0999
1.9013;10.0000;1.3961;1.5000;0.1001
1.9023;10.0000;1.3961;1.5000;0.1002
1.9033;10.0000;1.3961;1.5000;0.1003
1.9043;10.0000;1.3961;1.5000;0.1005
1.9053;10.0000;1.3961;1.5000;0.1006
1.9063;10.0000;1.3961;1.5000;0.1007
1.9073;10.0000;1.3961;1.5000;0.1009
1.9083;10.0000;1.3961;1.5000;0.1010
1.9093;10.0000;1.3961;1.5000;0.1011
1.9103;10.0000;1.3961;1.5000;0.1013
1.9113;10.0000;1.3961;1.5000;0.1014
1.9123;10.0000;1.3961;1.5000;0.1015
1.9133;10.0000;1.3961;1.5000;0.1017
1.9143;10.0000;1.3961;1.5000;0.1018
1.9153;10.0000;1.3961;1.5000;0.1020
1.9163;10.0000;1.3961;1.5000;0.1021
1.9173;10.0000;1.3961;1.5000;0.1022
1.9183;10.0000;1.3961;1.5000;0.1024
1.9193;10.0000;1.3961;1.5000;0.1025
1.9203;10.0000;1.3961;1.5000;0.1026
1.9213;10.0000;1.3961;1.5000;0.1028
1.9223;10.0000;1.3961;1.5000;0.1029
1.9233;10.0000;1.3961;1.5000;0.1030
1.9243;10.0000;1.3961;1.5000;0.1032
1.9253;10.0000;1.3960;1.5000;0.1033
1.9263;10.0000;1.3960;1.5000;0.1034
1.9273;10.0000;1.3960;1.5000;0.1036
1.9283;10.0000;1.3960;1.5000;0.1037
1.9293;10.0000;1.3960;1.5000;0.1038
1.9303;10.0000;1.3960;1.5000;0.1040
1.9313;10.0000;1.3960;1.5000;0.1041
1.9323;10.0000;1.3960;1.5000;0.1042
1.9333;10.0000;1.3960;1.5000;0.1044
1.9343;10.0000;1.3960;1.5000;0.1045
1.9353;10.0000;1.3960;1.5000;0.1046
1.9363;10.0000;1.3960;1.5000;0.1048
1.9373;10.0000;1.3960;1.5000;0.1049
1.9383;10.0000;1.3960;1.5000;0.1050
1.9393;10.0000;1.3960;1.5000;0.1052
1.9403;10.0000;1.3960;1.5000;0.1053
1.9413;10.0000;1.3960;1.5000;0.1054
1.9423;10.0000;1.3960;1.5000;0.1056
1.9433;10.0000;1.3960;1.5000;0.1057
1.9443;10.0000;1.3960;1.5000;0.1058
1.9453;10.0000;1.3960;1.5000;0.1060
1.9463;10.0000;1.3960;1.5000;0.1061
1.9473;10.0000;1.3960;1.5000;0.1062
1.9483;10.0000;1.3960;1.5000;0.1064
1.9493;10.0000;1.3960;1.5000;0.1065
1.9503;10.0000;1.3960;1.5000;0.1066
1.9513;10.0000;1.3960;1.5000;0.1068
1.9523;10.0000;1.3960;1.5000;0.1069
1.9533;10.0000;1.3959;1.5000;0.1070
1.9543;10.0000;1.3959;1.5000;0.1072
1.9553;10.0000;1.3959;1.5000;0.1073
1.9563;10.0000;1.3959;1.5000;0.1074
1.9573;10.0000;1.3959;1.5000;0.1076
1.9583;10.0000;1.3959;1.5000;0.1077
1.9593;10.0000;1.3959;1.5000;0.1078
1.9603;10.0000;1.3959;1.5000;0.1080
1.9613;10.0000;1.3959;1.5000;0.1081
