Time[s];Supply_P[bar];EPU_P[bar];R1_P[bar];R2_P[bar];R3_P[bar];V1_P[bar];V2_P[bar];T1_P[bar]
5.7533;6.0000;3.0000;4.9368;4.9204;3.0000;1.0000;0.0000;4.9040
5.7543;6.0000;3.0000;4.9369;4.9204;3.0000;1.0000;0.0000;4.9041
5.7553;6.0000;3.0000;4.9369;4.9205;3.0000;1.0000;0.0000;4.9042
5.7563;6.0000;3.0000;4.9369;4.9205;3.0000;1.0000;0.0000;4.9042
5.7573;6.0000;3.0000;4.9370;4.9206;3.0000;1.0000;0.0000;4.9043
5.7583;6.0000;3.0000;4.9370;4.9206;3.0000;1.0000;0.0000;4.9044
5.7593;6.0000;3.0000;4.9370;4.9207;3.0000;1.0000;0.0000;4.9045
5.7603;6.0000;3.0000;4.9371;4.9207;3.0000;1.0000;0.0000;4.9045
5.7613;6.0000;3.0000;4.9371;4.9208;3.0000;1.0000;0.0000;4.9046
5.7623;6.0000;3.0000;4.9371;4.9208;3.0000;1.0000;0.0000;4.9047
5.7633;6.0000;3.0000;4.9372;4.9209;3.0000;1.0000;0.0000;4.9047
5.7643;6.0000;3.0000;4.9372;4.9209;3.0000;1.0000;0.0000;4.9048
5.7653;6.0000;3.0000;4.9372;4.9210;3.0000;1.0000;0.0000;4.9049
5.7663;6.0000;3.0000;4.9373;4.9210;3.0000;1.0000;0.0000;4.9049
5.7673;6.0000;3.0000;4.9373;4.9211;3.0000;1.0000;0.0000;4.9050
5.7683;6.0000;3.0000;4.9373;4.9211;3.0000;1.0000;0.0000;4.9051
5.7693;6.0000;3.0000;4.9373;4.9212;3.0000;1.0000;0.0000;4.9052
5.7703;6.0000;3.0000;4.9374;4.9212;3.0000;1.0000;0.0000;4.9052
5.7713;6.0000;3.0000;4.9374;4.9213;3.0000;1.0000;0.0000;4.9053
5.7723;6.0000;3.0000;4.9374;4.9213;3.0000;1.0000;0.0000;4.9054
5.7733;6.0000;3.0000;4.9375;4.9214;3.0000;1.0000;0.0000;4.9054
5.7743;6.0000;3.0000;4.9375;4.9214;3.0000;1.0000;0.0000;4.9055
5.7753;6.0000;3.0000;4.9375;4.9215;3.0000;1.0000;0.0000;4.9056
5.7763;6.0000;3.0000;4.9376;4.9215;3.0000;1.0000;0.0000;4.9056
5.7773;6.0000;3.0000;4.9376;4.9216;3.0000;1.0000;0.0000;4.9057
5.7783;6.0000;3.0000;4.9376;4.9216;3.0000;1.0000;0.0000;4.9058
5.7793;6.0000;3.0000;4.9377;4.9217;3.0000;1.0000;0.0000;4.9059
5.7803;6.0000;3.0000;4.9377;4.9217;3.0000;1.0000;0.0000;4.9059
5.7813;6.0000;3.0000;4.9377;4.9218;3.0000;1.0000;0.0000;4.9060
5.7823;6.0000;3.0000;4.9378;4.9218;3.0000;1.0000;0.0000;4.9061
5.7833;6.0000;3.0000;4.9378;4.9219;3.0000;1.0000;0.0000;4.9061
5.7843;6.0000;3.0000;4.9378;4.9219;3.0000;1.0000;0.0000;4.9062
5.7853;6.0000;3.0000;4.9378;4.9220;3.0000;1.0000;0.0000;4.9063
5.7863;6.0000;3.0000;4.9379;4.9220;3.0000;1.0000;0.0000;4.9063
5.7873;6.0000;3.0000;4.9379;4.9221;3.0000;1.0000;0.0000;4.9064
5.7883;6.0000;3.0000;4.9379;4.9221;3.0000;1.0000;0.0000;4.9065
5.7893;6.0000;3.0000;4.9380;4.9222;3.0000;1.0000;0.0000;4.9065
5.7903;6.0000;3.0000;4.9380;4.9222;3.0000;1.0000;0.0000;4.9066
5.7913;6.0000;3.0000;4.9380;4.9223;3.0000;1.0000;0.0000;4.9067
5.7923;6.0000;3.0000;4.9381;4.9223;3.0000;1.0000;0.0000;4.9067
5.7933;6.0000;3.0000;4.9381;4.9224;3.0000;1.0000;0.0000;4.9068
5.7943;6.0000;3.0000;4.9381;4.9224;3.0000;1.0000;0.0000;4.9069
5.7953;6.0000;3.0000;4.9382;4.9225;3.0000;1.0000;0.0000;4.9070
5.7963;6.0000;3.0000;4.9382;4.9225;3.0000;1.0000;0.0000;4.9070
5.7973;6.0000;3.0000;4.9382;4.9226;3.0000;1.0000;0.0000;4.9071
5.7983;6.0000;3.0000;4.9382;4.9226;3.0000;1.0000;0.0000;4.9072
5.7993;6.0000;3.0000;4.9383;4.9227;3.0000;1.0000;0.0000;4.9072
5.8003;6.0000;3.0000;4.9383;4.9227;3.0000;1.0000;0.0000;4.9073
5.8013;6.0000;3.0000;4.9383;4.9228;3.0000;1.0000;0.0000;4.9074
5.8023;6.0000;3.0000;4.9384;4.9228;3.0000;1.0000;0.0000;4.9074
5.8033;6.0000;3.0000;4.9384;4.9229;3.0000;1.0000;0.0000;4.9075
5.8043;6.0000;3.0000;4.9384;4.9229;3.0000;1.0000;0.0000;4.9076
5.8053;6.0000;3.0000;4.9385;4.9230;3.0000;1.0000;0.0000;4.9076
5.8063;6.0000;3.0000;4.9385;4.9230;3.0000;1.0000;0.0000;4.9077
5.8073;6.0000;3.0000;4.9385;4.9231;3.0000;1.0000;0.0000;4.9078
5.8083;6.0000;3.0000;4.9386;4.9231;3.0000;1.0000;0.0000;4.9078
5.8093;6.0000;3.0000;4.9386;4.9232;3.0000;1.0000;0.0000;4.9079
5.8103;6.0000;3.0000;4.9386;4.9232;3.0000;1.0000;0.0000;4.9080
5.8113;6.0000;3.0000;4.9386;4.9233;3.0000;1.0000;0.0000;4.9080
5.8123;6.0000;3.0000;4.9387;4.9233;3.0000;1.0000;0.0000;4.9081
5.8133;6.0000;3.0000;4.9387;4.9234;3.0000;1.0000;0.0000;4.9082
5.8143;6.0000;3.0000;4.9387;4.9234;3.0000;1.0000;0.0000;4.9082
5.8153;6.0000;3.0000;4.9388;4.9235;3.0000;1.0000;0.0000;4.9083
5.8163;6.0000;3.0000;4.9388;4.9235;3.0000;1.0000;0.0000;4.9084
5.8173;6.0000;3.0000;4.9388;4.9236;3.0000;1.0000;0.0000;4.9084
5.8183;6.0000;3.0000;4.9389;4.9236;3.0000;1.0000;0.0000;4.9085
5.8193;6.0000;3.0000;4.9389;4.9237;3.0000;1.0000;0.0000;4.9086
5.8203;6.0000;3.0000;4.9389;4.9237;3.0000;1.0000;0.0000;4.9086
5.8213;6.0000;3.0000;4.9389;4.9238;3.0000;1.0000;0.0000;4.9087
5.8223;6.0000;3.0000;4.9390;4.9238;3.0000;1.0000;0.0000;4.9088
5.8233;6.0000;3.0000;4.9390;4.9238;3.0000;1.0000;0.0000;4.9088
5.8243;6.0000;3.0000;4.9390;4.9239;3.0000;1.0000;0.0000;4.9089
5.8253;6.0000;3.0000;4.9391;4.9239;3.0000;1.0000;0.0000;4.9090
5.8263;6.0000;3.0000;4.9391;4.9240;3.0000;1.0000;0.0000;4.9090
5.8273;6.0000;3.0000;4.9391;4.9240;3.0000;1.0000;0.0000;4.9091
5.8283;6.0000;3.0000;4.9391;4.9241;3.0000;1.0000;0.0000;4.9091
5.8293;6.0000;3.0000;4.9392;4.9241;3.0000;1.0000;0.0000;4.9092
5.8303;6.0000;3.0000;4.9392;4.9242;3.0000;1.0000;0.0000;4.9093
5.8313;6.0000;3.0000;4.9392;4.9242;3.0000;1.0000;0.0000;4.9093
5.8323;6.0000;3.0000;4.9393;4.9243;3.0000;1.0000;0.0000;4.9094
5.8333;6.0000;3.0000;4.9393;4.9243;3.0000;1.0000;0.0000;4.9095
5.8343;6.0000;3.0000;4.9393;4.9244;3.0000;1.0000;0.0000;4.9095
5.8353;6.0000;3.0000;4.9394;4.9244;3.0000;1.0000;0.0000;4.9096
5.8363;6.0000;3.0000;4.9394;4.9245;3.0000;1.0000;0.0000;4.9097
5.8373;6.0000;3.0000;4.9394;4.9245;3.0000;1.0000;0.0000;4.9097
5.8383;6.0000;3.0000;4.9394;4.9246;3.0000;1.0000;0.0000;4.9098
5.8393;6.0000;3.0000;4.9395;4.9246;3.0000;1.0000;0.0000;4.9099
5.8403;6.0000;3.0000;4.9395;4.9246;3.0000;1.0000;0.0000;4.9099
5.8413;6.0000;3.0000;4.9395;4.9247;3.0000;1.0000;0.0000;4.9100
5.8423;6.0000;3.0000;4.9396;4.9247;3.0000;1.0000;0.0000;4.9101
5.8433;6.0000;3.0000;4.9396;4.9248;3.0000;1.0000;0.0000;4.9101
5.8443;6.0000;3.0000;4.9396;4.9248;3.0000;1.0000;0.0000;4.9102
5.8453;6.0000;3.0000;4.9396;4.9249;3.0000;1.0000;0.0000;4.9102
5.8463;6.0000;3.0000;4.9397;4.9249;3.0000;1.0000;0.0000;4.9103
5.8473;6.0000;3.0000;4.9397;4.9250;3.0000;1.0000;0.0000;4.9104
5.8483;6.0000;3.0000;4.9397;4.9250;3.0000;1.0000;0.0000;4.9104
5.8493;6.0000;3.0000;4.9398;4.9251;3.0000;1.0000;0.0000;4.9105
5.8503;6.0000;3.0000;4.9398;4.9251;3.0000;1.0000;0.0000;4.9106
5.8513;6.0000;3.0000;4.9398;4.9252;3.0000;1.0000;0.0000;4.9106
5.8523;6.0000;3.0000;4.9398;4.9252;3.0000;1.0000;0.0000;4.9107
5.8533;6.0000;3.0000;4.9399;4.9253;3.0000;1.0000;0.0000;4.9108
5.8543;6.0000;3.0000;4.9399;4.9253;3.0000;1.0000;0.0000;4.9108
5.8553;6.0000;3.0000;4.9399;4.9253;3.0000;1.0000;0.0000;4.9109
5.8563;6.0000;3.0000;4.9400;4.9254;3.0000;1.0000;0.0000;4.9109
5.8573;6.0000;3.0000;4.9400;4.9254;3.0000;1.0000;0.0000;4.9110
5.8583;6.0000;3.0000;4.9400;4.9255;3.0000;1.0000;0.0000;4.9111
5.8593;6.0000;3.0000;4.9400;4.9255;3.0000;1.0000;0.0000;4.9111
5.8603;6.0000;3.0000;4.9401;4.9256;3.0000;1.0000;0.0000;4.9112
5.8613;6.0000;3.0000;4.9401;4.9256;3.0000;1.0000;0.0000;4.9113
5.8623;6.0000;3.0000;4.9401;4.9257;3.0000;1.0000;0.0000;4.9113
5.8633;6.0000;3.0000;4.9402;4.9257;3.0000;1.0000;0.0000;4.9114
5.8643;6.0000;3.0000;4.9402;4.9258;3.0000;1.0000;0.0000;4.9114
5.8653;6.0000;3.0000;4.9402;4.9258;3.0000;1.0000;0.0000;4.9115
5.8663;6.0000;3.0000;4.9402;4.9258;3.0000;1.0000;0.0000;4.9116
5.8673;6.0000;3.0000;4.9403;4.9259;3.0000;1.0000;0.0000;4.9116
5.8683;6.0000;3.0000;4.9403;4.9259;3.0000;1.0000;0.0000;4.9117
5.8693;6.0000;3.0000;4.9403;4.9260;3.0000;1.0000;0.0000;4.9118
5.8703;6.0000;3.0000;4.9404;4.9260;3.0000;1.0000;0.0000;4.9118
5.8713;6.0000;3.0000;4.9404;4.9261;3.0000;1.0000;0.0000;4.9119
5.8723;6.0000;3.0000;4.9404;4.9261;3.0000;1.0000;0.0000;4.9119
5.8733;6.0000;3.0000;4.9404;4.9262;3.0000;1.0000;0.0000;4.9120
5.8743;6.0000;3.0000;4.9405;4.9262;3.0000;1.0000;0.0000;4.9121
5.8753;6.0000;3.0000;4.9405;4.9263;3.0000;1.0000;0.0000;4.9121
5.8763;6.0000;3.0000;4.9405;4.9263;3.0000;1.0000;0.0000;4.9122
5.8773;6.0000;3.0000;4.9405;4.9263;3.0000;1.0000;0.0000;4.9123
5.8783;6.0000;3.0000;4.9406;4.9264;3.0000;1.0000;0.0000;4.9123
5.8793;6.0000;3.0000;4.9406;4.9264;3.0000;1.0000;0.0000;4.9124
5.8803;6.0000;3.0000;4.9406;4.9265;3.0000;1.0000;0.0000;4.9124
5.8813;6.0000;3.0000;4.9407;4.9265;3.0000;1.0000;0.0000;4.9125
5.8823;6.0000;3.0000;4.9407;4.9266;3.0000;1.0000;0.0000;4.9126
5.8833;6.0000;3.0000;4.9407;4.9266;3.0000;1.0000;0.0000;4.9126
5.8843;6.0000;3.0000;4.9407;4.9267;3.0000;1.0000;0.0000;4.9127
5.8853;6.0000;3.0000;4.9408;4.9267;3.0000;1.0000;0.0000;4.9127
5.8863;6.0000;3.0000;4.9408;4.9267;3.0000;1.0000;0.0000;4.9128
5.8873;6.0000;3.0000;4.9408;4.9268;3.0000;1.0000;0.0000;4.9129
5.8883;6.0000;3.0000;4.9409;4.9268;3.0000;1.0000;0.0000;4.9129
5.8893;6.0000;3.0000;4.9409;4.9269;3.0000;1.0000;0.0000;4.9130
5.8903;6.0000;3.0000;4.9409;4.9269;3.0000;1.0000;0.0000;4.9130
5.8913;6.0000;3.0000;4.9409;4.9270;3.0000;1.0000;0.0000;4.9131
5.8923;6.0000;3.0000;4.9410;4.9270;3.0000;1.0000;0.0000;4.9132
5.8933;6.0000;3.0000;4.9410;4.9270;3.0000;1.0000;0.0000;4.9132
5.8943;6.0000;3.0000;4.9410;4.9271;3.0000;1.0000;0.0000;4.9133
5.8953;6.0000;3.0000;4.9410;4.9271;3.0000;1.0000;0.0000;4.9134
5.8963;6.0000;3.0000;4.9411;4.9272;3.0000;1.0000;0.0000;4.9134
5.8973;6.0000;3.0000;4.9411;4.9272;3.0000;1.0000;0.0000;4.9135
5.8983;6.0000;3.0000;4.9411;4.9273;3.0000;1.0000;0.0000;4.9135
5.8993;6.0000;3.0000;4.9411;4.9273;3.0000;1.0000;0.0000;4.9136
5.9003;6.0000;3.0000;4.9412;4.9274;3.0000;1.0000;0.0000;4.9137
5.9013;6.0000;3.0000;4.9412;4.9274;3.0000;1.0000;0.0000;4.9137
5.9023;6.0000;3.0000;4.9412;4.9274;3.0000;1.0000;0.0000;4.9138
5.9033;6.0000;3.0000;4.9413;4.9275;3.0000;1.0000;0.0000;4.9138
5.9043;6.0000;3.0000;4.9413;4.9275;3.0000;1.0000;0.0000;4.9139
5.9053;6.0000;3.0000;4.9413;4.9276;3.0000;1.0000;0.0000;4.9140
5.9063;6.0000;3.0000;4.9413;4.9276;3.0000;1.0000;0.0000;4.9140
5.9073;6.0000;3.0000;4.9414;4.9277;3.0000;1.0000;0.0000;4.9141
5.9083;6.0000;3.0000;4.9414;4.9277;3.0000;1.0000;0.0000;4.9141
5.9093;6.0000;3.0000;4.9414;4.9277;3.0000;1.0000;0.0000;4.9142
5.9103;6.0000;3.0000;4.9414;4.9278;3.0000;1.0000;0.0000;4.9142
5.9113;6.0000;3.0000;4.9415;4.9278;3.0000;1.0000;0.0000;4.9143
5.9123;6.0000;3.0000;4.9415;4.9279;3.0000;1.0000;0.0000;4.9144
5.9133;6.0000;3.0000;4.9415;4.9279;3.0000;1.0000;0.0000;4.9144
5.9143;6.0000;3.0000;4.9416;4.9280;3.0000;1.0000;0.0000;4.9145
5.9153;6.0000;3.0000;4.9416;4.9280;3.0000;1.0000;0.0000;4.9145
5.9163;6.0000;3.0000;4.9416;4.9280;3.0000;1.0000;0.0000;4.9146
5.9173;6.0000;3.0000;4.9416;4.9281;3.0000;1.0000;0.0000;4.9147
5.9183;6.0000;3.0000;4.9417;4.9281;3.0000;1.0000;0.0000;4.9147
5.9193;6.0000;3.0000;4.9417;4.9282;3.0000;1.0000;0.0000;4.9148
5.9203;6.0000;3.0000;4.9417;4.9282;3.0000;1.0000;0.0000;4.9148
5.9213;6.0000;3.0000;4.9417;4.9283;3.0000;1.0000;0.0000;4.9149
5.9223;6.0000;3.0000;4.9418;4.9283;3.0000;1.0000;0.0000;4.9150
5.9233;6.0000;3.0000;4.9418;4.9283;3.0000;1.0000;0.0000;4.9150
5.9243;6.0000;3.0000;4.9418;4.9284;3.0000;1.0000;0.0000;4.9151
5.9253;6.0000;3.0000;4.9418;4.9284;3.0000;1.0000;0.0000;4.9151
5.9263;6.0000;3.0000;4.9419;4.9285;3.0000;1.0000;0.0000;4.9152
5.9273;6.0000;3.0000;4.9419;4.9285;3.0000;1.0000;0.0000;4.9152
5.9283;6.0000;3.0000;4.9419;4.9286;3.0000;1.0000;0.0000;4.9153
5.9293;6.0000;3.0000;4.9419;4.9286;3.0000;1.0000;0.0000;4.9154
5.9303;6.0000;3.0000;4.9420;4.9286;3.0000;1.0000;0.0000;4.9154
5.9313;6.0000;3.0000;4.9420;4.9287;3.0000;1.0000;0.0000;4.9155
5.9323;6.0000;3.0000;4.9420;4.9287;3.0000;1.0000;0.0000;4.9155
5.9333;6.0000;3.0000;4.9421;4.9288;3.0000;1.0000;0.0000;4.9156
5.9343;6.0000;3.0000;4.9421;4.9288;3.0000;1.0000;0.0000;4.9156
5.9353;6.0000;3.0000;4.9421;4.9288;3.0000;1.0000;0.0000;4.9157
5.9363;6.0000;3.0000;4.9421;4.9289;3.0000;1.0000;0.0000;4.9158
5.9373;6.0000;3.0000;4.9422;4.9289;3.0000;1.0000;0.0000;4.9158
5.9383;6.0000;3.0000;4.9422;4.9290;3.0000;1.0000;0.0000;4.9159
5.9393;6.0000;3.0000;4.9422;4.9290;3.0000;1.0000;0.0000;4.9159
5.9403;6.0000;3.0000;4.9422;4.9291;3.0000;1.0000;0.0000;4.9160
5.9413;6.0000;3.0000;4.9423;4.9291;3.0000;1.0000;0.0000;4.9160
5.9423;6.0000;3.0000;4.9423;4.9291;3.0000;1.0000;0.0000;4.9161
5.9433;6.0000;3.0000;4.9423;4.9292;3.0000;1.0000;0.0000;4.9162
5.9443;6.0000;3.0000;4.9423;4.9292;3.0000;1.0000;0.0000;4.9162
5.9453;6.0000;3.0000;4.9424;4.9293;3.0000;1.0000;0.0000;4.9163
5.9463;6.0000;3.0000;4.9424;4.9293;3.0000;1.0000;0.0000;4.9163
5.9473;6.0000;3.0000;4.9424;4.9293;3.0000;1.0000;0.0000;4.9164
5.9483;6.0000;3.0000;4.9424;4.9294;3.0000;1.0000;0.0000;4.9164
5.9493;6.0000;3.0000;4.9425;4.9294;3.0000;1.0000;0.0000;4.9165
5.9503;6.0000;3.0000;4.9425;4.9295;3.0000;1.0000;0.0000;4.9166
5.9513;6.0000;3.0000;4.9425;4.9295;3.0000;1.0000;0.0000;4.9166
5.9523;6.0000;3.0000;4.9425;4.9295;3.0000;1.0000;0.0000;4.9167
5.9533;6.0000;3.0000;4.9426;4.9296;3.0000;1.0000;0.0000;4.9167
5.9543;6.0000;3.0000;4.9426;4.9296;3.0000;1.0000;0.0000;4.9168
5.9553;6.0000;3.0000;4.9426;4.9297;3.0000;1.0000;0.0000;4.9168
5.9563;6.0000;3.0000;4.9426;4.9297;3.0000;1.0000;0.0000;4.9169
5.9573;6.0000;3.0000;4.9427;4.9298;3.0000;1.0000;0.0000;4.9170
5.9583;6.0000;3.0000;4.9427;4.9298;3.0000;1.0000;0.0000;4.9170
5.9593;6.0000;3.0000;4.9427;4.9298;3.0000;1.0000;0.0000;4.9171
5.9603;6.0000;3.0000;4.9427;4.9299;3.0000;1.0000;0.0000;4.9171
5.9613;6.0000;3.0000;4.9428;4.9299;3.0000;1.0000;0.0000;4.9172
5.9623;6.0000;3.0000;4.9428;4.9300;3.0000;1.0000;0.0000;4.9172
5.9633;6.0000;3.0000;4.9428;4.9300;3.0000;1.0000;0.0000;4.9173
5.9643;6.0000;3.0000;4.9428;4.9300;3.0000;1.0000;0.0000;4.9173
5.9653;6.0000;3.0000;4.9429;4.9301;3.0000;1.0000;0.0000;4.9174
5.9663;6.0000;3.0000;4.9429;4.9301;3.0000;1.0000;0.0000;4.9175
5.9673;6.0000;3.0000;4.9429;4.9302;3.0000;1.0000;0.0000;4.9175
5.9683;6.0000;3.0000;4.9429;4.9302;3.0000;1.0000;0.0000;4.9176
5.9693;6.0000;3.0000;4.9430;4.9302;3.0000;1.0000;0.0000;4.9176
5.9703;6.0000;3.0000;4.9430;4.9303;3.0000;1.0000;0.0000;4.9177
5.9713;6.0000;3.0000;4.9430;4.9303;3.0000;1.0000;0.0000;4.9177
5.9723;6.0000;3.0000;4.9430;4.9304;3.0000;1.0000;0.0000;4.9178
5.9733;6.0000;3.0000;4.9431;4.9304;3.0000;1.0000;0.0000;4.9178
5.9743;6.0000;3.0000;4.9431;4.9304;3.0000;1.0000;0.0000;4.9179
5.9753;6.0000;3.0000;4.9431;4.9305;3.0000;1.0000;0.0000;4.9180
5.9763;6.0000;3.0000;4.9431;4.9305;3.0000;1.0000;0.0000;4.9180
5.9773;6.0000;3.0000;4.9432;4.9306;3.0000;1.0000;0.0000;4.9181
5.9783;6.0000;3.0000;4.9432;4.9306;3.0000;1.0000;0.0000;4.9181
5.9793;6.0000;3.0000;4.9432;4.9306;3.0000;1.0000;0.0000;4.9182
5.9803;6.0000;3.0000;4.9432;4.9307;3.0000;1.0000;0.0000;4.9182
5.9813;6.0000;3.0000;4.9433;4.9307;3.0000;1.0000;0.0000;4.9183
5.9823;6.0000;3.0000;4.9433;4.9308;3.0000;1.0000;0.0000;4.9183
5.9833;6.0000;3.0000;4.9433;4.9308;3.0000;1.0000;0.0000;4.9184
5.9843;6.0000;3.0000;4.9433;4.9308;3.0000;1.0000;0.0000;4.9184
5.9853;6.0000;3.0000;4.9434;4.9309;3.0000;1.0000;0.0000;4.9185
5.9863;6.0000;3.0000;4.9434;4.9309;3.0000;1.0000;0.0000;4.9186
5.9873;6.0000;3.0000;4.9434;4.9310;3.0000;1.0000;0.0000;4.9186
5.9883;6.0000;3.0000;4.9434;4.9310;3.0000;1.0000;0.0000;4.9187
5.9893;6.0000;3.0000;4.9435;4.9310;3.0000;1.0000;0.0000;4.9187
5.9903;6.0000;3.0000;4.9435;4.9311;3.0000;1.0000;0.0000;4.9188
5.9913;6.0000;3.0000;4.9435;4.9311;3.0000;1.0000;0.0000;4.9188
5.9923;6.0000;3.0000;4.9435;4.9311;3.0000;1.0000;0.0000;4.9189
5.9933;6.0000;3.0000;4.9436;4.9312;3.0000;1.0000;0.0000;4.9189
5.9943;6.0000;3.0000;4.9436;4.9312;3.0000;1.0000;0.0000;4.9190
5.9953;6.0000;3.0000;4.9436;4.9313;3.0000;1.0000;0.0000;4.9190
5.9963;6.0000;3.0000;4.9436;4.9313;3.0000;1.0000;0.0000;4.9191
5.9973;6.0000;3.0000;4.9437;4.9313;3.0000;1.0000;0.0000;4.9191
5.9983;6.0000;3.0000;4.9437;4.9314;3.0000;1.0000;0.0000;4.9192
5.9993;6.0000;3.0000;4.9437;4.9314;3.0000;1.0000;0.0000;4.9192
6.0003;6.0000;3.0000;4.9437;4.9315;3.0000;1.0000;0.0000;4.9193
6.0013;6.0000;3.0000;4.9438;4.9315;3.0000;1.0000;0.0000;4.9194
6.0023;6.0000;3.0000;4.9438;4.9315;3.0000;1.0000;0.0000;4.9194
6.0033;6.0000;3.0000;4.9439;4.9314;3.0000;1.0000;0.0000;4.9195
6.0043;6.0000;3.0000;4.9441;4.9314;3.0000;1.0000;0.0000;4.9195
6.0053;6.0000;3.0000;4.9443;4.9312;3.0000;1.0000;0.0000;4.9196
6.0063;6.0000;3.0000;4.9446;4.9310;3.0000;1.0000;0.0000;4.9196
6.0073;6.0000;3.0000;4.9450;4.9308;3.0000;1.0000;0.0000;4.9197
6.0083;6.0000;3.0000;4.9454;4.9305;3.0000;1.0000;0.0000;4.9197
6.0093;6.0000;3.0000;4.9460;4.9301;3.0000;1.0000;0.0000;4.9198
6.0103;6.0000;3.0000;4.9466;4.9297;3.0000;1.0000;0.0000;4.9198
6.0113;6.0000;3.0000;4.9473;4.9292;3.0000;1.0000;0.0000;4.9198
6.0123;6.0000;3.0000;4.9482;4.9286;3.0000;1.0000;0.0000;4.9199
6.0133;6.0000;3.0000;4.9491;4.9279;3.0000;1.0000;0.0000;4.9199
6.0143;6.0000;3.0000;4.9502;4.9272;3.0000;1.0000;0.0000;4.9200
6.0153;6.0000;3.0000;4.9513;4.9264;3.0000;1.0000;0.0000;4.9200
6.0163;6.0000;3.0000;4.9526;4.9255;3.0000;1.0000;0.0000;4.9200
6.0173;6.0000;3.0000;4.9539;4.9246;3.0000;1.0000;0.0000;4.9200
6.0183;6.0000;3.0000;4.9552;4.9237;3.0000;1.0000;0.0000;4.9201
6.0193;6.0000;3.0000;4.9565;4.9229;3.0000;1.0000;0.0000;4.9201
6.0203;6.0000;3.0000;4.9577;4.9222;3.0000;0.0000;0.0000;4.9201
6.0213;6.0000;3.0000;4.9587;4.9217;3.0000;0.0000;0.0000;4.9201
6.0223;6.0000;3.0000;4.9595;4.9213;3.0000;0.0000;0.0000;4.9201
6.0233;6.0000;3.0000;4.9602;4.9210;3.0000;0.0000;0.0000;4.9201
6.0243;6.0000;3.0000;4.9608;4.9208;3.0000;0.0000;0.0000;4.9201
6.0253;6.0000;3.0000;4.9613;4.9206;3.0000;0.0000;0.0000;4.9201
6.0263;6.0000;3.0000;4.9617;4.9205;3.0000;0.0000;0.0000;4.9201
6.0273;6.0000;3.0000;4.9620;4.9204;3.0000;0.0000;0.0000;4.9201
6.0283;6.0000;3.0000;4.9623;4.9203;3.0000;0.0000;0.0000;4.9201
6.0293;6.0000;3.0000;4.9626;4.9203;3.0000;0.0000;0.0000;4.9201
6.0303;6.0000;3.0000;4.9628;4.9202;3.0000;0.0000;0.0000;4.9201
6.0313;6.0000;3.0000;4.9630;4.9202;3.0000;0.0000;0.0000;4.9201
6.0323;6.0000;3.0000;4.9631;4.9202;3.0000;0.0000;0.0000;4.9201
6.0333;6.0000;3.0000;4.9632;4.9202;3.0000;0.0000;0.0000;4.9201
6.0343;6.0000;3.0000;4.9633;4.9201;3.0000;0.0000;0.0000;4.9201
6.0353;6.0000;3.0000;4.9634;4.9201;3.0000;0.0000;0.0000;4.9201
6.0363;6.0000;3.0000;4.9635;4.9201;3.0000;0.0000;0.0000;4.9201
6.0373;6.0000;3.0000;4.9635;4.9201;3.0000;0.0000;0.0000;4.9201
6.0383;6.0000;3.0000;4.9636;4.9201;3.0000;0.0000;0.0000;4.9201
6.0393;6.0000;3.0000;4.9636;4.9201;3.0000;0.0000;0.0000;4.9201
6.0403;6.0000;3.0000;4.9637;4.9201;3.0000;0.0000;0.0000;4.9201
6.0413;6.0000;3.0000;4.9637;4.9201;3.0000;0.0000;0.0000;4.9201
6.0423;6.0000;3.0000;4.9637;4.9201;3.0000;0.0000;0.0000;4.9201
6.0433;6.0000;3.0000;4.9637;4.9201;3.0000;0.0000;0.0000;4.9201
6.0443;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0453;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0463;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0473;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0483;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0493;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0503;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0513;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0523;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0533;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0543;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0553;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0563;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0573;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0583;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0593;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0603;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
6.0613;6.0000;3.0000;4.9638;4.9201;3.0000;0.0000;0.0000;4.9201
